-3.170096809999999987e+00,2.631986499999999785e-01,1.000077609999999950e+00
-3.109348709999999905e+00,3.862447600000000203e-01,9.986425899999999967e-01
-3.175446350000000084e+00,3.976201699999999950e-01,9.855758199999999913e-01
-3.140184430000000138e+00,1.911017000000000132e-01,9.728825500000000126e-01
-3.201974589999999843e+00,2.193809200000000070e-01,9.680934500000000220e-01
-3.146716119999999783e+00,1.910261699999999951e-01,1.031037680000000067e+00
-3.097817459999999912e+00,2.999508799999999753e-01,9.909836499999999937e-01
-3.167665879999999934e+00,1.955610399999999915e-01,9.936185800000000290e-01
-3.190853290000000175e+00,2.731699699999999842e-01,9.774931799999999615e-01
-3.171793220000000080e+00,2.732439400000000185e-01,1.028703429999999974e+00
-3.089121990000000206e+00,1.042799799999999943e-01,9.839170099999999808e-01
-3.096816739999999957e+00,1.500727199999999928e-01,9.962173899999999804e-01
-3.221252719999999847e+00,7.520079999999999820e-02,9.833874500000000518e-01
-3.186381320000000184e+00,2.724453499999999750e-01,1.002566960000000007e+00
-3.132112049999999925e+00,3.650900300000000098e-01,1.046806319999999957e+00
-3.110423219999999933e+00,2.485401000000000138e-01,9.981986699999999546e-01
-3.192852310000000138e+00,2.536201799999999729e-01,1.005723949999999922e+00
-3.222037869999999860e+00,2.417179100000000080e-01,9.655036200000000068e-01
-3.150453580000000198e+00,1.861055199999999965e-01,1.017864349999999973e+00
-3.075109379999999781e+00,2.492738200000000071e-01,9.929428999999999617e-01
-3.156425619999999821e+00,2.123453399999999935e-01,9.863467700000000393e-01
-3.183962939999999797e+00,2.844767200000000162e-01,1.012461569999999922e+00
-3.162475230000000082e+00,2.081674799999999881e-01,1.005452489999999921e+00
-3.194447429999999866e+00,2.523351300000000186e-01,9.885973099999999514e-01
-3.158318620000000188e+00,3.593716200000000027e-01,1.040622610000000003e+00
-3.232346730000000168e+00,2.518351600000000023e-01,9.794127900000000331e-01
-3.228678320000000213e+00,3.351346000000000047e-01,9.942326599999999903e-01
-3.116195530000000158e+00,2.007681500000000063e-01,1.003022960000000019e+00
-3.125783440000000191e+00,2.636126599999999987e-01,9.929462300000000408e-01
-3.066251960000000221e+00,2.320235099999999884e-01,9.741854899999999873e-01
-3.155288389999999943e+00,3.358481999999999856e-01,1.016317719999999980e+00
-3.185126680000000210e+00,4.342193300000000145e-01,1.036930569999999996e+00
-3.115346290000000185e+00,4.005866399999999938e-01,9.830691400000000080e-01
-3.253740599999999983e+00,3.744487699999999863e-01,1.054838989999999921e+00
-3.070593220000000123e+00,1.192435899999999965e-01,9.827276900000000426e-01
-3.148928100000000008e+00,1.288641899999999896e-01,9.944093200000000410e-01
-3.190834839999999950e+00,2.853771600000000186e-01,1.051489590000000085e+00
-3.062813929999999907e+00,2.984496700000000002e-01,1.049910600000000027e+00
-3.230647040000000025e+00,3.851818699999999818e-01,9.805791700000000555e-01
-3.203743470000000038e+00,4.287826499999999874e-01,1.034277050000000031e+00
-3.130351529999999993e+00,2.943236399999999975e-01,1.029058349999999900e+00
-3.176929639999999999e+00,2.284348499999999949e-01,9.927394800000000075e-01
-3.032841980000000159e+00,2.059520400000000029e-01,1.046076940000000066e+00
-3.205665610000000054e+00,2.911408200000000224e-01,9.934801500000000063e-01
-3.172722069999999839e+00,3.187275800000000103e-01,9.900832499999999703e-01
-3.079783069999999956e+00,3.203792100000000254e-01,1.011263929999999922e+00
-3.184054629999999886e+00,1.281935100000000105e-01,1.034226040000000069e+00
-3.109265109999999943e+00,1.999371100000000012e-01,9.724294599999999678e-01
-3.263272290000000186e+00,2.262204300000000001e-01,1.016887029999999914e+00
-3.213341470000000033e+00,3.092026800000000075e-01,1.002126499999999920e+00
-3.087069790000000147e+00,5.033874600000000088e-01,1.020306809999999897e+00
-3.248162259999999968e+00,3.538302099999999784e-01,1.012866569999999911e+00
-3.131715690000000052e+00,3.198641700000000032e-01,9.897148900000000138e-01
-3.068888690000000086e+00,2.531091899999999839e-01,1.015771839999999981e+00
-3.158974569999999815e+00,6.088960000000000206e-02,1.006843160000000070e+00
-3.116320870000000021e+00,3.200115099999999990e-01,9.849077099999999918e-01
-3.241753420000000219e+00,3.537307599999999774e-01,9.662369499999999833e-01
-3.221143759999999912e+00,3.814433999999999880e-01,1.027892280000000103e+00
-3.049817070000000019e+00,3.109482700000000266e-01,1.001775569999999949e+00
-3.194374349999999918e+00,2.251297600000000121e-01,9.889441700000000113e-01
-3.173912479999999814e+00,1.873790800000000034e-01,1.003759660000000054e+00
-3.067783719999999992e+00,9.418538999999999384e-02,9.548319199999999451e-01
-3.222382740000000023e+00,3.227025600000000272e-01,1.034511769999999942e+00
