-4.138251490000000032e+00,8.754420999999999731e-02,1.230429819999999896e+00
-4.079742279999999610e+00,2.471192700000000020e-01,1.244041210000000008e+00
-4.123169749999999745e+00,1.905777300000000007e-01,1.268760990000000088e+00
-4.106701830000000442e+00,-9.338246999999999520e-02,1.051323840000000009e+00
-4.159454910000000005e+00,-3.937601999999999769e-02,1.161785089999999965e+00
-4.110102979999999739e+00,6.955021999999999593e-02,1.310983269999999923e+00
-4.024810890000000363e+00,1.899076000000000097e-01,1.378041580000000099e+00
-4.141369280000000153e+00,9.631486000000000214e-02,1.245197670000000034e+00
-4.172264300000000148e+00,3.215183500000000083e-01,1.213575859999999951e+00
-4.155066330000000363e+00,4.341329500000000174e-01,1.197608400000000017e+00
-4.059583130000000040e+00,1.099564999999999917e-02,1.249893090000000040e+00
-4.067592920000000056e+00,8.399919999999999956e-03,1.238627139999999960e+00
-4.192293030000000087e+00,-1.379623399999999889e-01,1.164722400000000047e+00
-4.136289689999999908e+00,-1.641801000000000024e-02,1.190907640000000045e+00
-4.072435419999999695e+00,4.614957000000000087e-02,1.234713230000000106e+00
-4.072637109999999616e+00,7.637066000000000687e-02,1.254601070000000096e+00
-4.160485330000000204e+00,4.999329200000000029e-01,1.161469070000000103e+00
-4.202804620000000213e+00,4.001356200000000252e-01,1.150545699999999893e+00
-4.136315830000000027e+00,2.509386100000000064e-01,1.230261290000000063e+00
-4.034240149999999581e+00,9.002314999999999623e-02,1.268528529999999988e+00
-4.142244530000000147e+00,5.026786999999999922e-02,1.138438990000000040e+00
-4.149829800000000013e+00,8.876961999999999353e-02,1.236157790000000034e+00
-4.067891799999999947e+00,-1.988406899999999866e-01,1.194675539999999980e+00
-4.107984450000000010e+00,-6.566165999999999670e-02,1.281117760000000105e+00
-4.127261999999999986e+00,2.943923800000000091e-01,1.320205300000000026e+00
-4.223854819999999677e+00,2.462959799999999977e-01,1.174659310000000012e+00
-4.213470110000000268e+00,1.627666000000000113e-01,1.141591290000000036e+00
-4.058955199999999763e+00,-7.263108999999999538e-02,1.243225440000000015e+00
